person,dialogue
ross,thats ben my son from my first marriage
ross,yeah
ross,no they clink glasses and drink
ross,embarassed oh it was its complicated you know she she was eh gay
ross,ok odd thing to get excited about
ross,hey highfive they highfive
ross,my wife had a workout friend she went to the gym with everyday for a year she didnt get any fitter
rachel,yah i just feel a little bummed that my birthday is over
monica,well at least you have one thing to be happy about that jerk gavin from your office didnt show up
rachel,yahhnodding
monica,we werent talking about you nope no way to recover she goes back inside
rachel,well it was and you would have seen it if you didnt show up at rachel lifts gavins hand to see the time nine thirty oh god this party was lame
monica,again youre welcome
rachel,oh you brought me a present why
rachel,oh well okay well thats very nice and you wrote a card she reads the card from gavin
monica,honey youre just in time im about to sing another song
chandler,really in front of all this people
monica,and they love me
chandler,oh my god
phoebe,yes she gives the people what they want
monica,all right watch
monica,tonights the night were gonna make it happen tonight well put all other things aside give in this
chandler,are those my wifes nipples
phoebe,oh isnt that funny i didnt see that before i wouldnt have let her go up again
chandler,i gotta stop this
monica,oh who cares they still love me i am so excited
chandler,you touching yourself out
rachel,wow she does that a lot
rachel,what what wait a minute you havent even told her you were a doctor yet how long have you known her like
rachel,she said gleba she celebrates
monica,make me rich
rachel,to ross isnt that amazing
ross,oh yeah no no nothats great
rachel,whywhy arent you more excited
ross,oh rachohgleba is not a word
rachel,oh but of course it is
ross,okay what does it mean
rachel,i dont know all the words
ross,im just im just glad i didnt miss my daughters first words goes back to checking the tickets
ross,yes you did gleba is a word
ross,ok use it in a sentence
monica,well uh you and i are just goofing around i thought why not just goof around with him
chandler,yknow i dont know if youve ever looked up the term goofing around in the dictionary well i have and the technical definition is two friends who care a lot about each other and have amazing sex and just wanna spend more time together but if you have this new fangled dictionary that gets you made at me then we have to yknow get you my original dictionary i am so bad at this
monica,i think youre better than you think you are
chandler,really okay so
monica,interrupting know when to stop
chandler,yknow i sensed that i should stop so were okay
monica,yeah they kiss and as she starts to leave chandler starts to dance without turning around dont do the dance
chandler,right
monica,i cant get married until i get something old something new something borrowed and something blue
chandler,okay all right all right all right okay picks up a blue sweater okay heres something heres something blue and new
monica,youre so efficient i love you
monica,put the plates back in the boxes put the plates back in the boxes
rachel,did you just push me
rachel,alright thats it
monica,forget the bubble wrap there isnt time
rachel,crazy crazy crazy crazy she says this while messing up amys hair
phoebe,oh my god shouldnt we stop this
joey,what are you out of your mind lets toss some jello on them
rachel,ew ew gross gross
chandler,alright that is it this is our apartment and you cannot behave this way now if you cant act your age then you shouldnt be here at all now those plates may not be as nice as the pretty pink ones i picked outbut theyre very important to monicaand i want you to apologize to her right now
rachel,monim so sorry
chandler,okthats better now i want you to apologize to each other and mean it
ross,dude well done you know what if i die and rachel dies and monica dies you can totally take care of emma
joey,monica you have to do some damage control here okay cause hes feeling like the door opens and chandler walks in with a pizza
chandler,hey
joey,heeeyy hey
chandler,what are you guys talking about
ross,uhm rachel and i hired a male nanny joey makes a gesture and sound like can you believe that
chandler,you got a man whos a nanny you got a manny monica starts laughing but very exaggerated joey realises they also should laugh and punches ross now all three of them laugh but very fake chandler seems happy again
chandler,you know i dont mind a male nanny but i do draw the line at a male wetnurse again they laugh even more fake than before
monica,ohhh ooohhh you are on a roll mister
chandler,if id known you guys were coming over i would have brought more pizza they all burst out in a thundering laugh
monica,okay okay chandler you you stop it monica wipes away tears
chandler,what is so funny about that they realise it wasnt a joke
ross,thanks oh
rachel,oh ooh everything looks delicious what should i haave what should i have
joey,mumbling never hit a woman never hit a woman
ross,yknow this  is incredible
joey,ross bruises like a peach he bruises like a peach
ross,okay ill have the fixed salad and the duck
rachel,yah ill have the soup and the salmon
joey,and remember whatever comes up first okay and hurry because 
monica,entering with husband happy birthday
joey,son of a bitch
ross,sceptical yeah
chandler,im sure its somebody for you now go hide ross hides in the bedroom again
chandler,kori kori weston
chandler,wow you look amazing
chandler,chandler chandler bing im not gay im not gay at all
monica,you are married though
chandler,dont listen to him hes in a really bad mood lets her in
chandler,i didnt know ross and you were so close
chandler,im sure that would mean a lot to him and if heaven has a door im sure hes pressing his ear up against it and listening intently
ross,gasps oh no
rachel,what what is it
ross,oh major shampoo explosion
rachel,uh look ross this really isnt easy
ross,oh its all over everything why why me looks up
rachel,because you took three hundred bottles of shampoo
ross,im sorry im sorry you were saying
rachel,well yeah okay look its about me and
ross,oh not another one oh my g and this is moisturiser its even harder to clean why why do bad things happen to good people
rachel,wow well clearly this is not a good time
ross,duh you think enters the kitchen
phoebe,okay bye alright so mikes on his way over see you thought you guys were meeting here and he thought you were meeting at the restaurant so you know doesnt really matter whos right or wrong point is im gonna take off
joey,youre right monica im so sorry
monica,its an honest mistake it can happen to anybody alright see ya
joey,wait wait wait a minute if youve just got back from tulsa how did your suitcase beat you here
chandler,i climb down the fire escape and you cant put that in the closet
ross,looking bored maybe you should look up fascinating
ross,i dont understand what just happened here
joey,whats going on
phoebe,i dont want it to end either
phoebe,yeah
rachel,im so sorry phoebs
monica,were all sorrythey hug
chandler,ahlook on the bright sidei mean you wont have to live with this ugly chair that was here already huh i love youthey hug again
joey,ah hah i did it ha ha alrighthe takes a box out about to close fridge then thinks better take all i can carrywho knows when ill be able to get in here again
rachel,i could i could but i dont want to i want to kiss joey
monica,alright shrugs i think its a big mistake but its your decision
rachel,pause im gonna do it
monica,and i cant stop you
rachel,no
ross,to rachel hey rach have you seen charlie anywhere
ross,im smarter than him
phoebe,hey thank you so much for these tickets chandler
chandler,oh well this was a really important experience for me and i wanted to share it with you
monica,oh youre so wonderful
ross,i know its like if you knew why didnt you tell me you know i mean call or leave a note hi i just dropped by to say your wifes gay
ross,and then you try to make the best of a bad situation so you float the idea of a threesome
ross,embarassed me neither
joey,well who knew pharmacists are fun
rachel,i know that old lady at the end was ready to take you home
joey,not enough pills in the world rach what about you youre the single one seen anybody in there you like
rachel,well lets see there was a really big guy that i was talking to with the really nice breasts
joey,but what about back home anything going on there anybody you like
rachel,takes a sip from her drink embarassed no
joey,there it is youre blushing
rachel,oh thats beautiful
rachel,no
rachel,see gavin you are capable of being a nice guy why did you give me such a hard time
rachel,well monica seems to think that its because you have feelings for me s gavin i do have feelings for you
rachel,you do
rachel,see why gavin why right about when i want to change my opinion of you you go and gavin pull her and kiss her and you do that rachel initiates the kiss this time
chandler,first i was afraid i was petrified he stops and laughs at himself
ross,i told you it wasnt long but there is an amazing connection between us
ross,are you kidding
ross,well see
rachel,ok ross whats going on here are we just bringing strange women back to the apartment now
ross,i dont know are we just kissing guys on balconies
rachel,how do you know about that
ross,through the magic of sight i was here putting our child to sleep
ross,when i happened to look through the window and i see you kissing a guy you know for what a week
rachel,oh thats what this is all about did you bring her up here to get back at me
ross,ok michelle its time to go
rachel,ok emma just said gleba
ross,its not a word
rachel,okay okay okay fine im gonna look it up she goes and picks up the dictionary
ross,oh oh ok great you know what while youre at it she said another word the other day why dont you why dont you look up pbbqqt
rachel,searching the dictionary alright okay okay gleba gleba excited gleba ha here it is the fleshy sporebearing inner mass of a certain fungi
ross,shes gonna be a scientist kisses rachel on the head very moved
chandler,lets go starts to leave
monica,nonono wait we need something old
chandler,oh okay i have condom in my wallet that ive had since i was twelve
monica,thatll work
chandler,i dont think so
monica,okay now we just need something borrowed
chandler,looks around here justtake this hands her the sweater
monica,thats stealing
chandler,no wellwell bring it back just put it under your dress
chandler,oh yeah well thanks
ross,so so now do i get joey
chandler,okbut you should know he eats five times a day and shoves pennies up his nose
rachel,are you ok mon
monica,uh huh these things happen i mean its just a plate its not like somebody died
phoebe,its alrightyou can mourn
monica,im going to go to joeys and get pies
monica,well i dont know iits just the way you say it i mean youre funny you have that funny thing youre a funny guy chandler turns to joey
chandler,did you tell her what we talked about joey starts laughing hysterically but then gets serious again
joey,yeah
chandler,so those were pity laughs pity laughs joey and ross walk away from the kitchen
monica,honey listen you have nothing to worry about with geoffrey
chandler,oh yeah is he funnier than me
phoebe,wherwhere have you been
monica,well we had a little fight
chandler,i would never lie to get someone into bed
monica,you used to tell girls you were a kennedy being sat down ooh uh thanks wow little tight isnt it how dyou get a bigger table youyou had a big table but they made you move huhhuh shut up monica whoo i suppose that chandler will have the smoked duck
chandler,i suppose that monica will have the  manipulative shrew
joey,why are you going he said she wanted the shrew runs after the waiter
ross,rach cmon emma is fine youre turning into an obsessive mother okay you need to stop
rachel,yguys ever heard the story about when rosses mom went to the beauty salon
chandler,you mean the lully story
ross,childish huhhuh they already know it
phoebe,you guys weve been waiting for you for a long time maybe you should order
ross,he bounds into the lounge room but you didnt im still alive kori i know this is a big surprise for you its a long story but the things you just said really made my day i mean the fact that you are here means more to me than if this room were filled with people
ross,did you hear that kori weston had a crush on me
ross,on the phone no mum im not dead i know its not something to kid about it was just a practical joke between chandler and me but its over ok pause actually no even if i had died you would not be left childless pause monica
phoebe,alright susie can i call you susie
phoebe,yeah i cant say that uhm susie im gonna be straight with you mike and i are back together and uhm unfortunately that effectively ends your relationship with him and hes very sorry about that and wishes you the best of luck in all your endeavours
phoebe,well i dont
phoebe,nothing theres nothing wrong with you
phoebe,damn it woman pull yourself together have some pride for the love of god
phoebe,okay not a fan of the tough love
phoebe,but he didnt really know you know he wasnt planning on coming to barbados and proposing to me
phoebe,look precious mikes not worth this youre an attractive intelligent woman and lets face it mikes kind of a wang i mean he proposed to me while he was still seeing you he was gonna breakup with you on your birthday and i dont like to kissandtell but he cheated on you a lot this weekend
chandler,im sorry i told you that i was in tulsa because i wanted to spend the night with monica and i didntdidnt knowdidnt think youd understand
joey,what you think im too dumb to know that a husband needs to be with his wife uh you think im like duhhh taps head with baseball bat  it hurts him
monica,joey
joey,yeah
monica,i dont know what to say we shouldnt have lied to you
chandler,cant believe you guys bought that enjoy your slow death runs away
rachel,no im not blushing im sunburnt from you know the rain
joey,you like someone tell me who it is who is it tickles her a little
rachel,no
joey,tell me who it is
rachel,joey she walks away joey goes after her teasing and tickling her
joey,come on who who do you like tell me youre not getting away that easy who do you like who
phoebe,hey
chandler,hey
phoebe,i think i left something here
chandler,oo oh well somebody left this
chandler,is this yours
phoebe,no but i like it putting it onno i think i left one of my rat babies
chandler,oh i havent seen it but if i do well ill let you know
monica,arrgggg rat baby rat baby rat baby she runs onto the couch
phoebe,oh may be thats him
ross,ok
ross,you know if its meant to be ill guess it bye bye
rachel,score
ross,oh i am sorry did you not like her because i was hoping that we could come to one of your kissing parties on
rachel,oh god i cant believe youre making such a big deal about this it was one kiss one guy one time
ross,oh really
rachel,yeah
ross,oh really
rachel,oh yeah
joey,checking the last ticket damnit anybody got anything
chandler,no
phoebe,im still looking through mine
monica,just double checking does sono no notakes off a shoe and takes a ticket out of it no
monica,answering phone hello hold on its your boss
chandler,ah the im sorry i rejected you phone call im not used to getting it from guys on the phone getting up from the sofa hey steve
chandler,oh no no no no id love to be somebodys assistant answering phones getting coffee i live for that stuff and im not too mature farts boobies butt cracks
chandler,me that guy who just said butt cracks
chandler,ok well thanks you wont regret it ill see you tomorrow hangs up
monica,ohh rubs her fake stomach
chandler,okay one thing at a time they run out to get married
monica,listen umm ive been thinking its not fair for me to ask you to spend all of your money on our wedding i mean you work you work really hard for that
chandler,ehh
monica,eh you work for that
chandler,look i thought about it too and im sorry i think we should spend all of the money on the wedding
monica,you do
chandler,yeah im putting my foot down yeah look when i proposed i told you that i would do anything to make you happy and if having the perfect wedding makes you happy then then thats what were gonna do
monica,oh youre so sweet they hug and kiss oh but wait what about our what about the future and stuff
joey,actually not pies its just pie
monica,i dont care oh my god ive lost the will to scold
rachel,look amyi got a little outofcontrol over there ermand im sorry youre my sister and ermif it really means that much to you
rachel,no i was going to let you use my ralph lauren discount
rachel,she needs changing
chandler,oh no no ill get her im superconfident totally responsible and fourth in line to raise emma ill be right there emma just let me get my trusty diaper bag here
chandler,well what do you know i guess ill be the one who dies first
phoebe,hey does monica know about her broken plates yet
monica,well youre youre different funny i mean youre youre more sarcastic aaand well he does bits and impressions and and limericks
chandler,i do limericks uhm there once was a man named chandler whose wife made him die inside
joey,returned no no its okay i already told the waiter what they want
monica,why would you do that
joey,chandler control your woman
rachel,lifts for a toast okay as everybody has ordered i would like to start the celebration and make a toast  to phoebe she dropped her sock
phoebe,aw  what
rachel,nno emma dropped her sock
monica,moms here i wanted to have lunch with her today she told me she was out of town
phoebe,youre welcome
chandler,honey youve been in there for a long time is everything okay
monica,not really
monica,i have a problem
chandler,really what happened
monica,well i was dancing around and singing no w
chandler,i feel so bad is there is there anything i can do to make it up to you
joey,you could go to the game with me even though i know you said you couldnt but then you lied to me tricked me and gave me a bump on the head
chandler,im sorry thats the one thing i cant do i promised that id be with monica
joey,looking sad alright
monica,you can go
chandler,turning around what
monica,you should go to the game its okay i want you to
chandler,really are you going to be okay
rachel,joey come on it doesnt matter you know its not like anythings gonna happen
joey,what why not rach who can you not get
rachel,oh pause ok ok you really wanna know who it is
joey,eagerly yeah who is that
rachel,do ya
joey,yeah
joey,right of course hey did you guys finish the speech
ross,what about the guy from the bar
rachel,what who
ross,the guy you gave your number to
rachel,whoa how do you know about that
ross,because he called here looking for you so dont tell me thisthis kissing this guy from work is a one time thing
rachel,why didnt i get that message
ross,what
rachel,from the guy in the bar why didnt i get that message
ross,because i folded it up and put in my pants pocket do youdo you not look there
chandler,what pause oh yeah im gonna be a junior copywriter
monica,oh sweetie im so proud of you
chandler,does that mean i get the good loving tonight
monica,you bet no tv or anything she gets up from the sofa and goes to the kitchen area
joey,to chandler hey that is so great about the job
chandler,thanks man
joey,and i like to think i had a little something to do with it
chandler,really what
chandler,eh forget about the future and stuff so we only have two kids yknow well pick our favorite and that one will get to go to college
monica,you thought about that
chandler,yeah
monica,how many kids were we gonna have
chandler,uh four a boy twin girls and another boy
monica,what else did you think about
chandler,nope
phoebe,broke em all huh
chandler,yup
phoebe,you going to tell her
chandler,nope
chandler,hey so im gonna put the plates back yknow i think youre righti dont think we should use these plates again for a long time
monica,like only if the queen comes
chandler,maybe not even then
joey,hey i did it i called my producer i told him i had a family emergency he totally bought it thanks for teaching me how to lie phoebs
monica,honey you know i think youre hilarious come on you know that joke you told me last week the one about jerry lewis and the girl with the lazy eye he laughs that slayed me
ross,hey i made up that joke and told it to you he points at chandler joey gestures to ross what are you doing
joey,not knowing when to shut up
ross,yep thats my thing
phoebe,no no no no no its not its not its not as bad as it looks really i was just saying goodbye to an old friend
phoebe,no uhm david and i did use to go out but years ago and he lives in minsk hes only hes only in town for a couple of days
phoebe,no no
rachel,ross she still has not noticed that the babys sock is on the ground
phoebe,s a good toast
rachel,to ross could you please get her attention
ross,woa  mommy gestures to his not understanding mother
phoebe,getting up oh for gods sake judy pick up the sock pick up the sock pick up the sock everybody scared im sorry was that rude didid my my lilittle outburst blunt  the hideousness  that is this evening look i know you all have a lot going on but all i wanted to do was have dinner with my friends on my birthday and you are all so late and you didnt even have the courtesy to call her cellular rings well its too late now
ross,well  think thats us
phoebe,well this is this is this is not over on phone hello
monica,yeah itll be fine yknow maybe ill stay and practice the art of seduction
chandler,youre gonna put sweats on and clean arent ya
monica,thats gonna be so hot
joey,thanks heres ya ticket
chandler,thanks listen im never gonna lie to you again
joey,okay
chandler,and i want you to know that noone thinks that you are stupid
joey,thanks man they walk down the hall chandler looks at his ticket turns around and heads back to his apartment where ya going
chandler,games tomorrow night joe enters apartment
ross,yep we got it we got it to charlie thank you so much
joey,alright hey look and this isnt over because i really wanna know who
rachel,later la
joey,yeah they leave
rachel,ok see you bye
ross,good night
joey,night
rachel,ross
ross,i never gave it to you
rachel,why
ross,i dont know
rachel,oh god you know what who you think you are who are you to decide what messages i should or should not get
ross,who am i
rachel,yes
ross,i am the guy whos taking care of our baby while youre out at bars meeting guys
rachel,oh my god i cannot believe this you know i actually came in here hoping to have a mature conversation with you
ross,none of the sane ones wanted to come back with me thats not the point ok the point is youyou are the one
joey,well before with the wishbone i didnt wish we would win the lottery i wished youd get the job
chandler,smiling surprised oh yeah looks towards the kitchen worried listen dont tell monica shell rip your heart right out
joey,oh yeah
rachel,you know what there is a little part of me that really thought we were gonna win
ross,me too so much for my dinosauramelia earhart theme park
phoebe,you guys what was the powerball number again
phoebe,we won
rachel,what
phoebe,we won
monica,let me see
chandler,well stuff like where wed live yknow like a small place outside the city where our kids could learn to ride their bikes and stuff yknow we could have a cat that had a bell on its collar and we could hear it every time it ran through the little kitty door of course wed have an apartment over the garage where joey could grow old
monica,laughs yknow what ii dont want a big fancy wedding
chandler,sure you do
monica,no i want everything that you just said i want a marriage
chandler,you sure
monica,uhhmm
chandler,i love you so much
monica,i love you they kiss
phoebe,no problem next week stealing
monica,bye plates
joey,ohyou told her you broke all the plates huh
monica,what something happened with the plates
joey,erlooks down yeahthis erraccoon came in andermakes an action describing the path of the raccoon
phoebe,oh well yeah
phoebe,stop it stop it before someone gets really hurt they stop and phoebe gets davids jacket and gives it to him here david you should just go
phoebe,okay well guys
phoebe,im sorry im so sorry if you if you want your key back i totally understand
phoebe,right never never i swear they kiss the door opens and david comes in again
joey,yeah allright hey hey ross check it out sandy taught me hotcross buns
joey,to chandler and monica well what is going on with you two
monica,uch you see im ovulating
chandler,oh yeah thats what she says but maybe youre not ovulating at all maybe its just a clever ruse to get me into bed
monica,yes smokie that is what it was i just cant get enough
chandler,to joey you not gonna believe this she lied she tricked me into having sex with her
joey,so did have sex right
chandler,whats the matter with me why im such a girl
rachel,so what did you guys do
ross,you know we just drank some beermike played with the boundaries of normal social conduct
phoebe,well goodbye
rachel,have fun pheebs see ya guys phoebe and mike leave
ross,rachel lock the door lock the door seriously
rachel,oh shoot i forgot to pay phoebe for the drinks goes outside into the hallway wait wait so did he call did that guy call
rachel,oh around 
monica,i cant believe shes gonna say yes to david shes clearly in love with mike
chandler,you know its very hard to take you seriously when you look like that
monica,oh my god hes gonna do it now please i cannot watch this lets go
chandler,i think we have some time have you ever heard him talk doing david uh phoebe uh i would be honoured uh spit it out david
phoebe,sure ok yeah
phoebe,oh my god mike
phoebe,no mikes here
monica,its the humidity
rachel,oh ross this is just so messed up whats wrong with us you know when people hear about our situation they
ross,uh clearly
rachel,and you know we said that we would we would live together as long as this makes sense an maybe this you know
ross,yeah maybe not so what you wanna do
joey,hey
rachel,hi can emma and i live here for a while
joey,ha oh of course
phoebe,dont tear it
ross,phoebe you dont have any of the first five numbers
phoebe,i know that but look weve got the powerball number weve won  dollars
chandler,wow youd think we should get that over  years or go for the big payout
phoebe,still very excited i dont care ive never won anything before i cant believe this
rachel,so pheebs what are you going to do with your 
phoebe,its not all mine we all get  cents
monica,you know what you can have mine
rachel,opens her present from ross its a darkred scarf oohh i love it
ross,really youre not gonna return it
ross,really sounded like three blind mice
joey,noooo three blind mice goes like this he puts his fingers in position on the recorder
ross,looks angrily at joey and points at him i swear to god joey is in shock
joey,me im up for puppets
ross,okay okay how exactly is a two month old supposed to appreciate puppets
phoebe,returns okay that was mike
rachel,phoebe hi were so sorry youre totally right we are here one hundred per cent and we love you and we are ready to start your birthday celebration
rachel,then again at 
rachel,yeah
ross,hello oh no shes not here right now can i take a message bill from the bar okaybill from the bar ill make sure she gets your number
rachel,ahhh
ross,so er so how was it have you guys you guys had a good time
rachel,oh its so much fun its so good to be out
ross,ah rach
rachel,yeah
ross,never mind
ross,hey you guys
ross,ah
phoebe,what are you what are you doing here
monica,youre the most incredible woman ive ever met how can i lose you phoebe looks very flattered now i dont actually have a ring
chandler,i wouldnt brag too much about that thing big guy
phoebe,smiles at him happily for a few seconds before answering no
phoebe,i love you but i never needed a proposal from you i just needed to know that we were headed somewhere you know that we had a future
rachel,thank you
chandler,me too
joey,me too
rachel,me too
ross,i guess if everybody else is
joey,sitting in a chair hey guys so i just called the powerball hotline can you believe it nobody won
phoebe,i beg to differ shows him her cup of coffee and her plate of cookies
rachel,well not thethis second
phoebe,at the window hey look you guys its snowing
rachel,oh wow its so beautiful
ross,wow it really is
monica,wendy is a fat girl name
phoebe,arent we done with that
joey,i wanna be mr wigglemunch and makes a there nod to ross
ross,shakes his head oh my god
rachel,that was kind of rude
ross,oh im sorry please apologise to sandy and the snufflebumps for me
rachel,you know he was just doing his job
ross,well you know what iim sorry im the only one who isnt in love with gary poppins out there but i just i cant i cant go through with this
phoebe,mhuh guys that means the world to me huh nkay im gonna take off
rachel,what
phoebe,oh i love you guys too but mike got off work early wait wait im not tnot that kind of girl that just ditches her friends to be with her boyfriend you know what i am bye guys waves to the bar judy bye
rachel,oh thank god if phoebes going can we please take emma home
ross,you know i think thats a good ideaour babysitter just pounded in another chardonnet both get up bye yguys
phoebe,ill be right back i just have to go to the bathroom
phoebe,david im so sorry im sorry
phoebe,yeah i might have said yes but that would have been wrong
phoebe,yes they hug
monica,to everybody because of our meddling alright
joey,your eyebrows look weird
chandler,jeremiah was a bullfrog was a good friend of mine never understood a single word he said but i helped him
phoebe,hides her mouth behind the cup and speaks in the pigeon voice from before coo again dont blame the pretty lady it was not her fault it was me the pigeon coo pause seriously stop staring at her
monica,okay fine lets talk about snow  do you think its snowing in tulsa where my husband is having sex on a copying machine
chandler,hey
ross,oh my god
joey,heyheeyyy  look at that its a christmas miracle
monica,what are you doing here
chandler,i wanted to be with you i missed you so much
joey,hey hey uh who did you miss the most
rachel,oh come on ross
ross,no hey you know what im sorry i would never force you to hire someone you were this uncomfortable with
rachel,sighs oh thats true
ross,thank you
monica,bye
joey,see ya well this is just us
monica,so im im probably still ovulating do you want to give it another try
chandler,so you never had sex with a kennedy have you
chandler,oh aint this nice its so quiet i could just lie here all day
monica,i know she snuggles to him
rachel,walking in hurriedly open your drapes open your drapes
chandler,im so glad weve got adjoining rooms
monica,the sun is out
chandler,hey remember when i had corneas
chandler,monica
joey,got ya blinks an eye
chandler,i never want to leave you again
monica,but i thought if you left you get fired
chandler,turns out they cant fire me because i quit
monica,what
ross,what you you really quit your job
rachel,well youre the one who wants to fire him so youre gonna have to do it ross walks to the living room determined to fire sandy
joey,kind of emotional i am learning so much from you
chandler,well im off to tulsa so if your maitre d friend has any funny oklahoma jokes tell him to email me at httpwwwhahanotsomuchcom
monica,honey you can relax last night at work geoffrey told this really sexist joke after that not so funny anymore
joey,do do you gonna do it now
monica,we dont have much time once the egg decended the oviduct 
joey,noohoh the bings leave the waiter comes
joey,nah just me all alone all the food is served dinner for six for one uh you boys are about to see something really special
monica,ok listen you go down to the pool and reserve the chairs and ill get the magazines and the lotion
chandler,ladies rosss speech is in  minutes
rachel,nooo
chandler,yeah its a stupid job and i could not stand leaving you and why should i be the only one who doesnt get to do what he really wants to do
rachel,what do you really want to do
chandler,realizing i have not thought this through
monica,oh my god
chandler,i know i i should have talked to you first about it
monica,no i think that this is what you wanna do i think its great
chandler,thanks
phoebe,chandler your being here is the best christmas present i could have ever imagined
chandler,flattered ahh
phoebe,now give me my real gift
chandler,really see thats the thing you gotta keep it smart people
monica,okay dont miss that flight you know i love you
chandler,i love you too monica and chandler kiss he turns to joey and i like you as a friend they hug and pat each other on the back
joey,allright see you later
chandler,see ya he leaves the apartment
joey,excellent the shrew in particular was exclusive
joey,joey joey
joey,thats the best birthday ever
monica,damn it
ross,from across the wall walls are pretty thin guys
ross,then we have to await the data from recent mri scans and dna testing which call into question information gathered from years of simple carbon dating
rachel,look at that woman sitting by the pool getting tan so leathery and wrinkled im so jealous
ross,finally factoring the profusion of new species recently discovered gigantosaurus argentinasaurus
chandler,to a paleontologist sitting next to him not to mention the cold sores
ross,and thats just the herbivores im not even gonna discuss the carnivores their heads are already too big which is ironic considering their stunted cerebral development
chandler,to the one sitting next to him really
ross,but all kidding aside in much the same way that homo ergaster is now thought to be a separate species from homo erectus
joey,he said erectus
joey,no he really said it
phoebe,to chandler thank you
chandler,to monica here pass these will ya points to the others
ross,oh hey
ross,reading off his card a donation has been made in your name to the new york city ballet  how did you know
rachel,wha are you kidding i cant return this
chandler,i thought it was a timely start to thinking about other people besides this gift still says i love you guys
joey,mines is to lilian myers
chandler,i dont have a job
joey,to monica did that guy really make that joke
monica,naaaa he still kills me last night he had me laughing so hard i swear a little pee came out
ross,here goes
ross, and while there are certainly vast differences between these mesozoic fossiles and the example of homo erectus
joey,erectus
rachel,homo
ross,concluding his speech in a very real way we can bring the mesozoic era into the st century pauses thank you
ross,oh thanks guys
ross,oh
ross,with a frozen smile on his face realizing somethings wrong with jarvis ok now now were just holding hands pulls his hand away
rachel,all right well uh to monica were gonna hit the beach
chandler,actuary no bookkeeper no topless dancer he looks down on himself checking then nods satisfied and marks the offer with a pen to monica hey dyou know what i just realized you are the sole wage earner you are the head of the household i dont do anything  im a kept man
monica,you are she picks up a bill from the table handing it to chandler hey heres twenty bucks  why dont you go buy yourself something pretty while im at work tomorrow
rachel,i cant watch its like firing elmo ross walks to the couch where sandy sits
ross,sandy hi we uhm we kinda need to talk im afraid its not working out
ross,yeah uhm i mean rachel and i think you are great with emma uhm we just feel
rachel,from behind the bedroom door you you feel
ross,i just feel that the the chemistry isnt right im sorry were were more than happy to give you good recommendation
rachel,from bedroom oh damn you geller
ross,anyway uhmwell im glad theres no hard feelings
ross,no you know its uhm nothing you did its its uhm my issue
ross,you know im just not uhm that comfortable with a guy whos as sensitive as you
ross,why i i dont know sandy tilts his head again uhm errrr maybe maybe because of my father
monica,yeah
rachel,to ross in a flattering tone it was really great
ross,oh thank you so much
joey,yeah and so funny
ross,i mean uhm you know when i was growing up he was kind of a tough guy you know aaand as a kid i wasnt the athlete i am now
rachel,from the bedroom huh ha ha
ross,i play squash anyway uhm i uhm i always get the feeling he thought i was too sensitive
ross,it was hard i remember i was in my bedroom playing with my dinosaurs playing and learning and my father walks in and says he says what are you doing with those things whats wrong with you why arent you why arent you outside playing like a like a real boy
ross,i know i am ross now starts to cry and when its summer and its hot why cant you wear a tank top
rachel,oh
ross,puzzled ok all right thanks thank you so much you guys to phoebe oh i cant tell you how much it means to me that you were here
ross,skating over embarrassed ok uh excuse me yeah
ross,hey she turns to him well in expectation
ross,here come some more
joey,wow you blow my mind
joey,aaahh how much do i owe you
joey,its like the cheapest college ever
ross,yeah
ross,oh i cant tell you how great it was to look at the crowd and see your face i mean uh did you know you were giggles mouthing the words along with me
ross,no its ok made me feel like a rock star
ross,joking id better not found you naked in my hotel room
ross,realizing his joke wasnt so good but still giggling look i took it too far
monica,her hair bigger then before i cant believe its raining again oh its so unfair
phoebe,well on the bright side now you wont have to see all these paleontologists with their shirts off grabs a drink and notices that the two men are upset not you guys you got it going on
monica,so what are we gonna do today
monica,pleasantly surprised ping pong to chandler honey they have ping pong lets play
chandler,i dont think so
monica,disappointed why not
chandler,because you know how competitive you get and well i say its cute others disagree and im lying
monica,im not always that bad
chandler,oh yeah what happened when we played last time
monica,hesitatingly i punched you
chandler,and
monica, phoebe
phoebe, and
monica,i clunked your heads together
joey,hey stands up as soon as it stops raining we have got to go snorkeling some kid told me about the sea turtle and if you blow bubbles in its face it chases ya smiles ecstatic
joey,disappointed oh oh but thats ok ill find someone else to do it ill do it alone but i dont know what happens if the sea turtle catches you
joey,interrupting her hey dont worry about it it was fine i ended up having the best time with rachel i just felt bad for you stuck in that room working on rosss speech pulls a face
joey,bewildered oh oh well at least were both having fun
joey,yeah a little bit yeah
joey,yeah i think we do sighs with folded arms about what
monica,cmon guys itll be fun
phoebe,all right all right ill play if we dont keep score
monica,but then how do we know who wins
phoebe,nobody wins
monica,so were just four losers super
chandler,im not playing with you
phoebe,yeah im out
monica,smiling ok
phoebe,mike you dont know you dont know what youre doing
chandler,she gets crazy this scar points to his forehead is from pictionary
monica,sure got to
monica,aww
chandler,nearly whispering oh dear god theres two of them
monica,hell yeah
chandler,to phoebe did you know this about him
phoebe,no idea i though he was soft like you
monica,how much were you thinking
monica,make it fifty
monica,nearly shouting one thousand
chandler,interrupting her ok
monica,going through her pockets no to chandler and phoebe either of you girls got a quarter
chandler,honey try to focus the trash talk on him
