person,dialogue
phoebe,(stunned) i... i'm phoebe.
phoebe,"enchanté (she holds out her hand, and they shake hands)"
phoebe,"i’m so sorry, honey, but, okay. rachel gave this guy her number, and, erm, she does not want ross to answer the phone, so you have to intercept all of his calls."
phoebe,[to rachel] he says that he can’t do that
rachel,"oh, give me. [rachel takes the phone of phoebe] hi, mike! hi, listen, i know this is a lot to ask, but you know what. if you do this, ah, phoebe will do anything you want. seriously, i’m talking dirty stuff."
phoebe,"alright, give it here. [phoebe takes the phone] hello? i'm sorry about her, but, she wasn’t wrong about the dirty stuff."
phoebe,"oh, oh, mike! bye. [hangs up]"
ross,hi!
ross,w-why? [blocking route of entry]
ross,"[exasperated] but, you left!"
joey,because she is!
monica,"joey, chandler knows i borrowed the money."
joey,mmmm hmm! for your boob job!
joey,ok so i'm out four thousand dollars and nobody's boobs are getting any bigger?
ross,hey! what do you guys think about this. ross. the divorce-force.
phoebe,better..
ross,hey phoebs...you know i'm i'm really glad you came to talk to me the other day and i hope i was a little helpful.
phoebe,"oh yeah you were helpful! yeah...no, thanks you."
ross,"good, good. yeah coz the more i thought about it, the more i realised i don't think marriage is neccessarily the right path for you."
phoebe,what do you mean?
ross,"well, i know the other day in the coffeehouse you were caught up in the whole soccer mom thing? but...is that really you? i mean can you honestly picture yourself in a volvo?"
rachel,who (looks around)?
joey,me.
rachel,(surprised) what? (with a nervous smile) really?
joey,"yes, 'cause we live together, that's a joke!"
rachel,"oh! screw it, i didn't get it! (they high-five)"
joey,gotcha.
rachel,"oh, very funny... joey."
chandler,"(to monica) so, how did you enjoy the play?"
monica,"oh my god, honey, i'm so so so so so sorry."
chandler,well you should be. you missed the most powerful three hours in the history of the theater.
monica,that is so sweet. i love you. (they kiss)
chandler,so you know this leaves us with...
monica,adoption.
chandler,how do you feel about that?
monica,i think i feel ok about it. actually i think i feel really good about it.
chandler,me too. i wanna find a baby that needs a home and i wanna raise it with you. and i wanna mess it up in our own specific way.
monica,"so this is it, we're really gonna adopt?"
chandler,(smiling) yeah.
monica,"(excitedly) oh my god, we're gonna be parents!"
chandler,we are gonna be great parents.
monica,"and it could be soon. i mean, think about it: right now, somewhere out there (they go look through the window) our baby could be being conceived."
monica,(still weeping) i know.
phoebe,(imitating the receptionist's tone) good morning receptionist.
phoebe,"rachel green? (angrily) son of a bitch, she came back?"
phoebe,"(through the door, with a scottish accent) are you ready for your scottish massage? put your face in the hole, lassy."
joey,"(to the director) yeah, you can fire her, but i would call security, she won't go easy."
monica,you faked it? you couldn't have faked it!
chandler,oh yes you can. you just make the faces and the noises.
monica,"guys can fake it? unbelievable. the one thing that's ours! besides, why would you fake it when we're trying to have a baby?"
chandler,"that's actually why. look, i'm starting a whole new career now, and i'm not saying that i don't want to have a baby, i'm just saying maybe we could wait a little while."
monica,like a month?
chandler,or a year?
monica,"really, you want to wait a year?"
chandler,"it could be less than a year. i mean, you've heard my stuff. ""pants. like shorts, but longer."" (pause) it'll probably be more than a year."
monica,"well, if you hadn't meddled to start with, i wouldn't have had to go in there and meddle myself. now, no matter how much we meddle, we will never be able to un-meddle the thing that you meddled up - in the first place!"
chandler,this vacation sucks!!
joey,"i'm so bored! stupid rain, we... we can't do anything."
rachel,"well, i've brought some books. we could read."
joey,"hey, it hasn't come to that yet."
joey,(stopping the waiter) hey hey hey! don't mind if i do!
joey,"hey rach, do you feel like going to a convention?"
rachel,we can't. we're not pharmacists!
joey,"(walking to a table with many badges on it) i know we're not, but (he picks up a badge) frank medeio and... (picks up another badge) eva trorro... womba..."
rachel,(picking up another random badge) kate miller?
joey,kate miller it is. (he picks up the kate miller badge and sticks it on rachel's breast)
rachel,and... that's the most sex i'm gonna have this weekend.
ross,"er…well, joey, i guess, we have no problem."
joey,"it’s like my favourite fairytale come true. the princess, the stable boy and the lesbian."
phoebe,"okay, you start preparing the formula and i will start changing the box. and then we got to put them straight to bed."
phoebe,"well, you know what? there are responsibility now."
phoebe,mate? they are all brothers and sisters.
phoebe,"no. really? (she opened the box)oh my god, get off your sister."
phoebe,"oh my god, where are we gonna do? then, we have seven rats.(mike nods) so what if each of them has seven rats? and each of those has seven rats? that’s like… (counting her fingers) that’s maths i cant even do. what are we gonna do?"
ross,"yeah, didn’t i mention that? yeah, i mean, we haven’t being going out for too long, but rather there is this"
ross,"how great is this? you are already comfortable enough to look through my stuff. oh, i am sorry michelle, that’s"
rachel,"hi, and i am also emma’s mother."
ross,i told you about my daughter.
chandler,and done!
joey,"oh my god! i didn’t feel a thing ! hey, are you still looking for a job because you can tweeze circles around"
chandler,thanks. you wanna see what it looks like?
joey,"yeah, yeah. hey, they totally match! they look great! they look great! how you doing!"
monica,"(she hugs chandler) honey, you've been really strong about this, i know how badly you wanted that job."
chandler,"yeah, you know, i really thought i deserved it. (pause) but... let's go win the lottery... i mean, we still have 130 chances to win, right?"
monica,(she draws out a ticket from a pocket of her pants) 131! (they kiss)
ross,"(on the phone) goodnight sweetheart! i love you. and remember, you're daddy's little girl... (covering the phone, to rachel) phoebe's totally ruined that for me... (he passes the receiver to rachel)"
rachel,"hi mum, put her back on!"
joey,"(sitting on the sofa in front of the tv) rach, come on! they are announcing the numbers! my god, i can already feel myself changing."
chandler,i got that!
ross,"oh, we have one too!!"
monica,"we are on a roll, people!!"
monica,this doesn't feel weird!
chandler,i know.
monica,you're a really good kisser.
chandler,"well, i have kissed over four women. (they kiss again.) do you wanna get under the covers?"
monica,hm-hmm!
chandler,okay!
monica,wow! you are really fast!
chandler,it bodes well for me that speed impresses you.
monica,we're gonna see each other naked.
chandler,yep!
monica,do you wanna do it at the same time?
ross,emma.
rachel,"oh! whoose side are you on!/ i'm not giving you emma because there is no way, you could handle the responsibility of a child."
joey,"ooooooooohoohooo.......[realizes it is the wrong time and looks away, at his shoes.]"
rachel,jealous of what? of your lack of responsibility? your...your inmaturity? your total disregard for other people's feelings?
rachel,timmy was my boyfriend! and you made out with him!!
rachel,oh god! i cannot believe...i cannot believe that i invited you here today!
rachel,so?
joey,so...i've never played that!
rachel,"ooh! honey, it can't be that hard, i mean, you've been in love before?"
joey,uh...well...just once...with you...
rachel,ok...this could be a little awkward...i'm just going to blow past it... well can't you just use that method actor thing where you use your real life memories to help you in your performance?
joey,(looks at her for a moment) what the hell are you talking about??
rachel,"(shakes her head) alright, alright look, just uh... just try to remember how you felt when you were in love, and think about that when you're playing the scene."
joey,"(approvingly) oh! ok, yeah, i think i can do that. yeah ok, there's this party scene coming up.. and olivia and her husband are there and all drake wants to do is grab her and kiss her, but he can't... and that makes me think about all those times when i wanted to grab you and kiss you, but you didn't know so i would just pretend everything was cool, but really, it was killing me."
rachel,"(looks touched) joey, you never..you never talked about that before..."
joey,"well.. hey, you know what else i could use? there's a scene where drake sneaks into olivia's bedroom, and she doesn't know he's there - which never happened with us! and he knows he shouldn't be there, but he just wants to look at her... you know? (in a romantic voice) and i remember all those mornings before you even put on your make-up, when i would think to myself, my god, she...is... beautiful... (rachel looks very moved) and it hurts so much, cuz i knew i could never tell you (pauses, while looking at her with sentiment) but it was worth it just to be there looking at you."
monica,yeah! i think that's great!
ross,"oh really? did she tell you he plays the recorder, recites poetry and bakes madeleines?"
monica,oh... how are they?
ross,(looks like in heaven) lighter than air... (changes back to serious) but that's not the point. (joey now also enters)
joey,hey!
ross,hey...! rachel and i hired a male nanny.
joey,(looks surprised) really...? guys do that...? that's... weird...
ross,thank you!
joey,that's like a woman wanting to be a...
ross,...a what? a what? what's the end of that sentence?
monica,yes... what is the end of that sentence?
joey,"uhm... a penis model. (monica can't believe what's she's hearing and ross pats joey on the back.) anyway, hey... did you tell chandler that some guy from work is the funniest guy you've ever met?"
monica,"that's right, i got mine."
chandler,i feel so used.
phoebe,"well, i guess they're not coming. you wanna just order?"
joey,"thank you. (stands up and kisses her lips.) waiter! 'lright, this is gonna be fast, so try to keep uphoebe: risotto with the shaped truffels and the roasted rip steak with the golden chanderelles and a bordelaise sauce and that any that stuff i just said means snails. (hope, *i* kept up.)"
phoebe,tomato tart and which of the pastas would you recommend?
phoebe,"both it is, thank you."
joey,"oh, uh, again. can i make a special request: can you bring everything as soon as it's ready? appetizers, entrees, we don't care."
phoebe,you guys are over an hour late. what happened to you two?
ross,i'm so sorry ...
rachel,"we got locked out of the apartment, we ..."
chandler,there you go! someone came!
ross,"ok, ok! i'm gonna go hide! oh, this is so exciting, my first mourner! (he hides in the bedroom and closes the door)"
monica,"hi, glad you could come."
chandler,"(in a mournful voice) please, come in."
chandler,"oh yes, yes... let me... take your coat."
chandler,at least he died doing what he loved... watching blimps (he goes in the bedroom)
ross,who is he?
chandler,"some guy, tom gordon."
ross,"i don't remember him, but then again i touched so many lives. (they press their ears against the door)"
monica,"so, did you know ross well?"
monica,"(a bit surprised) yes, he is. me."
chandler,"(entering, very upset) ok tommy, that's enough mourning for you! here we go, bye bye!! (he shoves him out the door)"
monica,"oh, i can't wait for everyone at work to see these... (plays with her hair to make the shells tingle again) ow!"
chandler,"you go back to work tomorrow night, right?"
monica,yeah!
chandler,"so if you want people to see them, then by definition you're not having them taken out... say, at the break of dawn?"
monica,"well, if i had them taken out, then i wouldn't be able to do this. (she pushes chandler on the couch and brushes her hair and shells against chandler's chest) you like that, right? (again, she brushes her hair against his chest and hums...)"
chandler,what are you singing?
monica,"it's ""bolero"" from ""10""."
chandler,"it's ""ride of the valkyries"" from ""apocalypse now""... see, here's the thing: the corn rose were really a solution to your frizzy hair problem. and now that we're home, we don't have that problem anymore, so if you think about it... i hate them!"
monica,you what? you said you liked them.
chandler,did i? let's refresh. i believe what i said was that i could see your scalp.
monica,"fine, so you don't like them. everybody else does."
chandler,"again, let's journey back... as i recall what rachel said, was she had never notice the shape of your skull before. and joey... well, joey didn't realise that there was anything different."
joey,"wow, that didn’t take long. i thought you said tulsa was a three-hour flight?"
chandler,"well,… you’re forgetting about the time difference."
monica,"huh, chandler – you’re home!"
chandler,"that’s right. your husband’s home, so now the sex can stop."
monica,what are you saying?
chandler,joey said that you’re in here with another man!
monica,there's no man in here! how dare you accuse me of that? [slaps chandler]
joey,"alright, alright. then maybe you won’t mind if me and my friend takes a look around then. huh! where you at?"
chandler,what’s he doing?
monica,i arranged some pillows on the bed to make it look like a guy!
phoebe,they are awfully boxy...
ross,i don't know...you'd be so bored with marriage. i mean it's so...normal.
phoebe,uh huh.
ross,"hey hey, can i help?"
chandler,"well! we er..climbed up four flights of stairs, manueveored a narrow hallway, dodged a rabid pitbul...but these last three feet are where it gets really tricky."
ross,"you know sometimes your words, they hurt."
joey,hey eh..where do you guys want this?
rachel,"yeah..seriously coz this is really heavy. (she suddenly lets go) i mean not for me because i'm only pretending to hold this, but for these guys."
phoebe,just one last time erm...the marriage thing...there's no wiggle room? none at all?
phoebe,right. except that i do want to get married.
phoebe,someday.
monica,you really liked it?
chandler,"oh yeah! i mean at first i hated it, but why wouldn't i, because as a man i've been trained (bitter woman's tone) not to listen! (pause) but after chapter 16: ""fat, single and ready to mingle"", i was uplifted."
monica,oh really!
chandler,"oh yeah, i had no idea the amazing journey you go through as a woman! tell me, tell me about your first period!"
monica,no!
chandler,did somebody sign your bra?
monica,so i got it when i was 13...
phoebe,"hey ross! so listen, about you and the dinosaur girl, are you really just gonna let a couple of nobel prizes scare you off? what is that, come on, a piece of paper?"
ross,"it's actually a 1,000,000$ prize."
phoebe,"go charlie! but my point is, ok so she dated them but she also broke up with them. maybe she's looking to, you know, slum it with some average joe phd."
ross,"yeah, maybe. i do have my whole career in front of me. i mean, i can still win a nobel prize. although the last two papers i've written were widely discredited."
phoebe,"you're so much more than just brains! you're sweet, and kind, and funny..."
ross,and sexy.
chandler,"wait, if we're lucky, and we're really really really quiet, we may be able to hear the sound of a condom breaking!"
chandler,"hey, zack!"
chandler,"look, i just wanted to apologize for last night. i got the feeling we made you a little uncomfortable."
chandler,really?
chandler,"my wife and i have some boundary issues, you know, sometimes we ask inappropriate questions. we're working on it."
chandler,"you wouldn't know if jeanette's planning on keeping her baby, would ya?"
monica,"i really wanna have a baby. chandler: yeah, me too. look, i'll just get my old job back."
monica,"no, i want you to have a job that you love. not statistical analysis and data reconfiguration."
chandler,i quit and you learn what i do?
monica,"it's just, i think, there's never gonna be a right time to have a baby. i mean, now you're unemployed and in a little while you'll find a new job that'll keep you really busy. there's always gonna be a reason not to do this, but i think once the baby comes, forget about all those reasons."
joey,"in that case should i make sure it's on real good? (he does so, repeatedly tapping on her breast and stroking it)"
rachel,thank you. (they walk away)
ross,"yeah, that's it?"
ross,"oh my god, we did it! (he sits beside her and skims through her notes excitedly)"
ross,"yes, but i did make a pyramid out of the bath products. this is amazing, thank you, thank you so much. (he leans in, and they look at each other for a moment) that's a pretty necklace."
ross,"hey, what do you say we celebrate? champagne? (he goes to get the champagne)"
ross,"oh my god, i love you."
phoebe,"yeah, okay. i guess you are right. alright, so we’ll just give them away. but to nice families. with children. and reduced-fat wheatbuns. those are bob's favourties."
phoebe,you think i’m crazy?
phoebe,"good. it’s just so hard. it’s hard for me to let them go. i guess it’ll just bring back memories, you know, from, when i gave birth to my brother’s triplets and i have to give them up."
phoebe,"i haven’t told you about that yet, have i?"
monica,hey
rachel,hi. thanks for the party honey. so i help you clean up?
monica,"no way. you had your party, now i have mine."
monica,is everything alright?
chandler,"yeah, yeah, i think it looks pretty good. i was a little worried i was uncovering a birthmark right about"
joey,thank you so much.
chandler,no problem.
joey,"listen that’s a pretty girly hour we just spent, we should add some manly make up for it."
chandler,yeah.
joey,comb my eyelashes.
monica,"ok, for my next song i think i’ll sing something a little more upbeat. all right? oh, how about the pointer"
phoebe,oh you’ll probably take care of that on your hands.
chandler,i am sorry i am late. you’ll understand when you’ll see joey.
ross,(calling rachel) come on!!
rachel,"(on the phone) mum, please!i know you love your new lips, but i can barely understand you! would you, please, just let me say goodnight to my daughter?"
monica,check your numbers! make me rich!
rachel,"(she goes towards the others and she's very excited) guys, you're not gonna believe this! i was just saying goodnight to emma and she said her first words!!"
joey,and what did she say?
chandler,count of three?
monica,one!
chandler,two!
monica,two!
chandler,well i think it's safe to say that our friendship is effectively ruined.
monica,"eh, we weren't that close anyway!"
chandler,eh! (they start making out again)
chandler,"so, are you really gonna go out with that nurse man?"
rachel,hahah......ahhahah...it's forty-five!
ross,too far amy. too far.
rachel,you take that back.
rachel,take it back!
rachel,hey...man! i work out!
rachel,i do karates.
rachel,bring it on!
joey,(excited) thanks dude!!!this is great!! (leaves rachel very touched on the couch and goes into his room)
chandler,i got you something from vermont! (sits down at the table)
monica,(without looking up from what she's doing) besides tampons and salt? (then looks) ooh! my god! maple candy! that's so sweet of you. (opens the box) that's weird...it's empty!
ross,"(sounds excited) hi you guys! what's going on, you... you guys wanna hang out...or...? (looks around the room nervously) do you...do you guys hear a buzzing?"
monica,"yeah, so?"
ross,wow!
joey,really? do you not know chandler?
monica,"is that why he's acting so weird...? he's jealous...? oh my god, that is crazy. it's not like i'm attracted to geoffrey..."
joey,"so what? being funny is chandler's thing... you know, like ross's thing is... (he can't come up with anything)"
ross,science...? academia...? being a good father...?
joey,...no... (he just can't seem to grasp it)
monica,i can't believe he's that upset about this...
joey,that's a great story--can i eat it?
ross,and then rachel wasn't sure she could leave the baby.
rachel,"n-it wasn't easy, but it's your birthday and i did what i got to do."
phoebe,and that's judy over there at the bar with emma?
rachel,"oh honey, this is for the best, thus i'm not distracted, worrying about emma, how she's doing at home and i'm being completely here with you and, oh, she spit up!"
ross,what?
rachel,"she spit up. judy! she spi...judy! look alive, judy! (they sit down) thank you."
chandler,ok! (shuts the door behind tom)
ross,(coming in) i'm dead and no one cares?
monica,i look like a man??
chandler,"please, one ridiculous problem at a time!"
ross,"it isn't ridiculous, look around! no one's here!"
chandler,"you gave them one day's notice, not everyone in our class checks the web site everyday and monica... it's probably the way you stand!"
ross,"yes, you're right. still somebody must have seen it... i mean, i went to that school for 4 years, i didn't have an impact on anyone?"
chandler,"oh, that's not true. you had an impact on me, i mean, it's 15 years later and we're still best friends. doesn't that count for something?"
monica,"you know what? i don't care. i like it like this, and i'm gonna keep it. you're just jealous because your hair can't do this... (and she shakes her head more violently) ouch!"
chandler,hit yourself in the tooth?
monica,and the eye!
ross,"(gasps) hi... there she is. hi emma. oh my god, i missed you. (kisses her) oh emma, i missed you so much. hey... did you have a good time with grandma green? huh? did she give you a bottle of anti-depressants again to use as a rattle? (to rachel)"
rachel,"that was one time, ross, and they were only like 5 milligrams."
ross,"ooh hey, emma, daddy has some presents for you okay? okay? i want you to wait right here. come here sweetie."
rachel,"aaah... ross, actually there's something that i really need to talk to you about."
ross,"(unpacking his bag) okay, shoot!"
rachel,"okay, uhm... alright, here's the deal."
joey,"bedroom’s clear, although you might need some new pillows."
chandler,"alright, well, i’ll check the guest bedroom."
joey,why do i smell men’s cologne?
monica,i think that's you.
joey,"oh yeah, i rubbed a magazine on myself earlier."
chandler,"nobody here, joe."
joey,i guess not.
monica,i can’t believe you thought i was cheating. you owe me an apology.
chandler,aaaaand.......hernia.
phoebe,i haven't exactly had a normal life and i never really felt i was missing out on anything but it just feels that now it's my turn some of the regular stuff.
phoebe,"because i just didn't know how much i wanted it. and i love you, and i wanted to live with you."
phoebe,"but i don't think i can! it was ok to move in when i didn't know what was gonna happen, but i can't move in knowing that nothing is ever gonna happen."
phoebe,are you gonna change yours?
phoebe,me neither. i think i need to be with someone who wants what i want.
phoebe,ok well give her a chance to see all of that!
ross,"yeah, you're right, thanks pheebs, i'm gonna go find her."
phoebe,"good for you! and hey, i thought your paper on punctuated equilibrium in the devonian era was top notch!"
ross,stop going through my stuff (walks away)!
rachel,(to monica) hey!
monica,hey!
rachel,"i just wanted to let you know i've changed my mind: i'm gonna do it, i'm gonna kiss joey."
monica,"no, you can't! friends hooking up is a bad idea."
rachel,"please, what about you and chandler?"
monica,that's different! i was drunk and stupid!
rachel,well hello (points to herself)!
monica,what about all the guys that you've got the phone numbers from? why don't you just kiss one of them?
chandler,i guess. it's always gonna be scary when we have a baby.
monica,"it's gonna be really scary. i mean, god. when we have a baby, there's gonna be so much that we're not able to control. i mean, the apartment's gonna be a mess, i won't have time to clean it. what if the baby gets into the ribbon drawer? messes up all the ribbons?! what if there's no room for a ribbon drawer, because the baby's stuff takes up all the space!? where will all the ribbons go!?!"
chandler,should we go make a baby right now before you change your mind?
monica,"yes, please!"
chandler,"oh, and i promise, i will not fake it this time."
monica,i wish i could say the same. i'm a little shook up!
ross,"that's ben, my son from my first marriage."
ross,yeah.
ross,no. (they clink glasses and drink)
ross,"(embarassed) oh, it was... it's complicated, you know? she... she was... eh... gay."
ross,"ok, odd thing to get excited about!"
ross,hey! high-five! (they high-five)
ross,my wife had a workout friend she went to the gym with everyday for a year. she didn't get any fitter.
rachel,yah. i just feel a little bummed that my birthday is over.
monica,"well, at least you have one thing to be happy about. that jerk gavin from your office didn’t show up."
rachel,yahh(nodding)
monica,we weren’t talking about you. nope. no way to recover. (she goes back inside)
rachel,"well, it was. and you would have seen it if you didn’t show up at (rachel lifts gavin’s hand to see the time) nine thirty! oh god! this party was lame!"
monica,"again, you’re welcome."
rachel,"oh, you brought me a present. why?"
rachel,"oh, well okay. well that’s very nice. and you wrote a card. (she reads the card) from gavin."
monica,"honey, you’re just in time, i’m about to sing another song!"
chandler,really? in front of all this people?
monica,and they love me!
chandler,oh my god!
phoebe,"yes, she gives the people what they want."
monica,"all right, watch!"
monica,"""tonight's the night we're gonna make it happen, tonight we'll put all other things aside. give in this"
chandler,are those my wife’s nipples?
phoebe,"oh? isn’t that funny? i didn't see that before, i wouldn't have let her go up again."
chandler,i gotta stop this.
monica,"oh, who cares, they still love me! ""i am so excited..."""
chandler,"you, touching yourself, out!"
rachel,wow. she does that a lot!
rachel,"what, what, wait a minute! you haven’t even told her you were a doctor, yet? how long have you known her, like"
rachel,"she said ""gleba""!! (she celebrates)"
monica,make me rich!!
rachel,(to ross) isn't that amazing?
ross,"oh yeah, no no no...that's great!"
rachel,why-why aren't you more excited?
ross,"oh, rach...oh...""gleba"" is not a word."
rachel,"oh, but of course it is!"
ross,"okay, what does it mean?"
rachel,i don't know all the words.
ross,"i'm just, i'm just glad i didn't miss my daughter's first words (goes back to checking the tickets)."
ross,"yes you did, gleba is a word!"
ross,"ok, use it in a sentence."
monica,"well uh, you and i are just goofing around, i thought, why not just goof around with him."
chandler,"y'know, i don't know if you've ever looked up the term goofing around in the dictionary... well, i have, and the technical definition is, two friends who care a lot about each other and have amazing sex and just wanna spend more time together. but if you have this new fangled dictionary that gets you made at me, then we have to, y'know, get you my original dictionary. i am *so* bad at this."
monica,i think you're better than you think you are.
chandler,"really? okay, so..."
monica,(interrupting) know when to stop.
chandler,"y'know, i sensed that i should stop. so we're okay?"
monica,"yeah. (they kiss and as she starts to leave, chandler starts to dance. without turning around:) don't do the dance."
chandler,right!
monica,"i can't get married until i get something old, something new, something borrowed, and something blue."
chandler,"okay, all right, all right, all right! okay! (picks up a blue sweater.) okay, here's something, here's something blue and new."
monica,you're so efficient. i love you!
monica,put the plates back in the boxes! put the plates back in the boxes!
rachel,did you just push me?
rachel,alright that's it!
monica,forget the bubble wrap! there isn't time!
rachel,crazy crazy crazy crazy! [she says this while messing up amy's hair]
phoebe,oh my god! shouldn't we stop this?
joey,what are you? out of your mind? let's toss some jell-o on them!
rachel,ew! ew! gross gross!
chandler,"alright! that is it! this is our apartment and you cannot behave this way. now if you can't act your age, then you shouldn't be here at all. now, those plates may not be as nice as the pretty pink ones i picked out...but they're very important to monica...and i want you to apologize to her right now."
rachel,mon...i'm so sorry.
chandler,"ok...that's better. now i want you to apologize to each other, and mean it."
ross,"dude, well done! you know what? if i die, and rachel dies, and monica dies, you can totally take care of emma."
joey,"monica, you have to do some damage control here, okay. 'cause he's feeling like... (the door opens and chandler walks in with a pizza)"
chandler,hey!
joey,heeeyy! hey!
chandler,what are you guys talking about?
ross,"uhm... rachel and i hired a male nanny. (joey makes a gesture and sound like ""can you believe that?"")"
chandler,"you got a man who's a nanny...? you got a manny...? (monica starts laughing, but very exaggerated. joey realises they also should laugh and punches ross. now all three of them laugh, but very fake. chandler seems happy again.)"
chandler,"you know, i don't mind a... male nanny, but i do draw the line at a male wetnurse. (again they laugh, even more fake than before)"
monica,"ohhh, ooohhh... you are on a roll, mister!"
chandler,"if i'd known you guys were coming over, i would have brought more pizza. (they all burst out in a thundering laugh)"
monica,"okay, okay... chandler you... you stop it! (monica wipes away tears)"
chandler,what is so funny about that? (they realise it wasn't a joke)
ross,thanks. oh.
rachel,"oh, ooh, everything looks delicious. what should i ha-ave? what should i have?"
joey,(mumbling) never hit a woman. never hit a woman.
ross,y'know this ??? is incredible.
joey,ross bruises like a peach. he bruises like a peach.
ross,"okay, i'll have the fixed salad and the duck."
rachel,"yah, i'll have the soup and the salmon."
joey,"and remember whatever comes up first. okay? and hurry, because .."
monica,(entering with husband) happy birthday!
joey,son of a bitch!
ross,(sceptical) yeah...
chandler,"i'm sure it's somebody for you. now, go hide. (ross hides in the bedroom again)"
chandler,kori? kori weston?
chandler,wow! you look amazing!
chandler,"chandler, chandler bing. i'm not gay, i'm not gay at all."
monica,you are married though.
chandler,"don't listen to him, he's in a really bad mood! (lets her in)"
chandler,i didn't know ross and you were so close.
chandler,"i'm sure that would mean a lot to him. and if heaven has a door, i'm sure he's pressing his ear up against it and listening intently."
ross,(gasps) oh no!
rachel,what? what is it?
ross,"oh, major shampoo explosion!"
rachel,"uh, look ross, this really isn't easy."
ross,"oh, it's all over everything. why? why me? (looks up)"
rachel,because you took three hundred bottles of shampoo?
ross,"i'm sorry, i'm sorry. you were saying?"
rachel,"well, yeah... okay, look it's about me and..."
ross,"oh, not another one! oh my g... and this is moisturiser. it's even harder to clean! why? why do bad things happen to good people?"
rachel,"wow! well, clearly this is not a good time."
ross,"duh, you think? (enters the kitchen)"
phoebe,"okay, bye. alright, so mike's on his way over. see, you thought you guys were meeting here, and he thought you were meeting at the restaurant, so you know... doesn't really matter who's right or wrong. point is... i'm gonna take off."
joey,"you’re right, monica. i’m so sorry."
monica,"it’s an honest mistake. it can happen to anybody. alright, see ya."
joey,"wait, wait, wait a minute. if you’ve just got back from tulsa, how did your suitcase beat you here?"
chandler,"i climb down the fire escape, and you can’t put that in the closet?"
ross,[looking bored] maybe you should look up fascinating.
ross,i don’t understand what just happened here.
joey,what’s going on?
phoebe,i don't want it to end either.
phoebe,yeah.
rachel,i'm so sorry phoebs...
monica,we're all sorry...(they hug)
chandler,ah...look on the bright side...i mean you won't have to live with this ugly chair! that was here already huh? i love you...(they hug again)
joey,"ah hah! i did it! ha ha! alright...(he takes a box out, about to close fridge, then thinks.) better take all i can carry...who knows when i'll be able to get in here again!"
rachel,"i could, i could but i don't want to! i want to kiss joey!"
monica,alright (shrugs). i think it's a big mistake but it's your decision.
rachel,(pause) i'm gonna do it.
monica,and i can't stop you.
rachel,no.
ross,"(to rachel) hey rach, have you seen charlie anywhere?"
ross,i'm smarter than him!
phoebe,"hey, thank you so much for these tickets, chandler."
chandler,"oh well, this was a really important experience for me, and i wanted to share it with you."
monica,"oh, you're so wonderful."
ross,"i know! it's like, if you knew, why didn't you tell me, you know? i mean, call, or leave a note: ""hi, i just dropped by to say your wife's gay"""
ross,"and then, you try to make the best of a bad situation, so you float the idea of a threesome?"
ross,(embarassed) me neither.
joey,"well, who knew? pharmacists are fun."
rachel,"i know, that old lady at the end was ready to take you home."
joey,"not enough pills in the world, rach. what about you, you're the single one, seen anybody in there you like?"
rachel,"well, let's see. there was a really big guy that i was talking to, with the really nice breasts..."
joey,"but what about back home, anything going on there? anybody you like?"
rachel,"(takes a sip from her drink, embarassed) no."
joey,"there it is, you're blushing!"
rachel,oh that’s beautiful.
rachel,no.
rachel,"see, gavin. you are capable of being a nice guy. why did you give me such a hard time?"
rachel,well monica seems to think that it’s because you have feelings for me. s gavin: i do have feelings for you.
rachel,you do?
rachel,"see why? gavin, why? right about when i want to change my opinion of you, you go and (gavin pull her and kiss her). and you do that. (rachel initiates the kiss this time.)"
chandler,"“first i was afraid, i was petrified.” (he stops and laughs at himself.)"
ross,"i told you it wasn’t long, but there is an amazing connection between us."
ross,are you kidding?
ross,we’ll see.
rachel,"ok, ross, what’s going on here, are we just bringing strange women back to the apartment now?"
ross,"i don’t know, are we just kissing guys on balconies?"
rachel,how do you know about that?
ross,"through the magic of sight! i was here, putting our child to sleep..."
ross,"when i happened to look through the window and i see you kissing a guy you know, for what? a week?"
rachel,"oh, that’s what this is all about? did you bring her up here to get back at me?"
ross,"ok, michelle, it’s time to go."
rachel,"ok... ""emma just said gleba""!"
ross,it's not a word!
rachel,"okay, okay, okay, fine, i'm gonna look it up (she goes and picks up the dictionary)."
ross,"oh, oh, ok, great. you know what, while you're at it she said another word the other day, why don't you, why don't you look up: pbbqqt...."
rachel,"(searching the dictionary) alright, okay, okay, gleba, gleba... (excited) gleba! ha! here it is: the fleshy, spore-bearing inner mass of a certain fungi."
ross,"she's gonna be a scientist! (kisses rachel on the head, very moved)"
chandler,let's go! (starts to leave.)
monica,"no-no-no, wait! we need something old!"
chandler,"oh, okay, i have condom in my wallet that i've had since i was twelve."
monica,that'll work!
chandler,i don't think so.
monica,"okay, now we just need something borrowed!"
chandler,(looks around) here just...take this. (hands her the sweater.)
monica,that's stealing!
chandler,"no, we'll-we'll bring it back! just put it under your dress."
chandler,"oh yeah? well, thanks!"
ross,"so, so, now do i get joey?"
chandler,"ok...but you should know, he eats five times a day and shoves pennies up his nose."
rachel,are you ok mon?
monica,"uh huh. these things happen. i mean it's just a plate, it's not like somebody died."
phoebe,it's alright...you can mourn.
monica,i'm going to go to joey's and get pies.
