person,dialogue
joey,"(To some people) Hey! Hey alright! Hey, glad you could make it (Shakes a man's hand) Thanks for coming."
monica,Oh my God! Kyle Lowder!
monica,(Yells after him) I love you!
joey,"Hey, that's why I didn't invite you. you have to calm down, alright... go, go get yourself a drink or something..."
monica,Oh yeah that's what you want - my inhibitions lowered.
joey,Mmh-mmh.
ross,(to Emma) Can you say Barbados?
joey,Barbados!
ross,"Ok, I gotta say. I mean, it means so much to me that you guys are coming all the way over there to hear me do my speech! UH! And I've a surprise, uh... I had to pull some strings but I was able to get everyone passes to the entire conference! That's right! (he gives them their passes) This babies will get you into all the paleontology lectures and seminars."
rachel,Do you have anything that would... get us out of them?
chandler,"Yeah Ross, I mean... we're excited to hear the speech but the rest of the time we're gonna wanna do, you know, ""island's stuff""."
phoebe,I think David would probably wanna hear a few lectures.
ross,"Oh, right, because he's a scientist!"
phoebe,"No, no, because, you know, he's been in Minsk for 8 years and if he gets too much direct sunlight, he'll die."
ross,"Ok, we gotta go, yeah? So, we'll see you guys tomorrow."
joey,"All right, let's do it! 5 hour flight with Charlie, have a couple of drinks, get under that blanket and do what comes naturally."
ross,"It's a blanket Joe, not a cloak of invisibility!"
ross,(very excited) Look at all these paleontologists!!
chandler,Because we don't do that. We are Bings! And if there's one thing my father taught me was...well to always knock before going into the poolhouse...But the other thing was...never borrow money.
monica,Wow! I Had no idea you had this much pride.
chandler,That's right! I do! And I'm your man. And i'm going to get us through this situation even if it means you working twice as hard.
phoebe,Oh...you don't have to go...I have something that will fit you.
phoebe,I want you to stay.
phoebe,Why don't you turn them inside o-
phoebe,I'll miss you.
phoebe,Great! Ok...I'll go get the tube top.
phoebe,"Wow..Mike Hannigan...You sure know how to make a girl say ""Hell yeah!"""
phoebe,Yeah! Let's do it! Let's live together! (They embrace and Mike kisses Phoebe)
phoebe,Oh god...We're really going to move in together!
phoebe,"I've always wanted to live with a guy..""Pick up your socks!"" ""Put down the toilet seat!"" ""No! We're not having sex anymore!"" It's gonna be fun!"
monica,Hey Joey!
joey,Hey!
monica,Listen...I need to know that what I'm about to ask you..Will Never get back to Chandler.
chandler,"Let me see what you wrote about yourself: ""Doctor Paleontology, two kids... "" (pause) You split with Carol because you have different interests?... I think you split with Carol because you've one very similar interest!"
ross,"You know what? I'm gonna finish this later, ok? Let me just grab my coat."
joey,Hey! (he throws the basketball against a table again)
ross,(he picks up the ball) What do you think you learnt how to do in the last two minutes?? (he enters another room)
chandler,"Maybe we finish this for him! (he sits down on the sofa and he start typing on Ross' computer) ""Also I cloned a dinosaur in my lab. She's now my girlfriend. I don't care what society says. It's the best sex I've ever had""... aaand SEND!"
joey,"(he stops Chandler from posting the message) No, no, no... what do... you can't do that to him!"
ross,"(he comes back) Alright, let's go!"
joey,Dude! (he opens his arms to receive the ball from Ross' hands)
ross,I think you made it clear you cannot be trusted with the ball inside the house!
joey,(after Ross leaves the room) aaand SEND! (he hits the send button)
rachel,Hey! How was basketball?
joey,"Oh, it was a lot of fun right up until Chandler got a finger in the eye!"
rachel,"Oh, no! Who did that?"
joey,Chandler... hey... (he goes towards his room but he stops near Emma's cot) Rach... what's Hugsy doin' in the crib with Emma? (he looks puzzled)
rachel,"She was just crawling around and she found him, so I just let her sleep with him. That's all right? Isn't it?"
chandler,Hey!
joey,Hey!
joey,Where’s Monica?
chandler,Oh she’s at home putting up decoration for Rachel’s birthday party tonight.
joey,And you are not helping?
chandler,"I try, but…apparently singing “I will survive” in a helium voice, not helping."
ross,Hey you guys!
joey,Hey!
rachel,"Shhhh…don’t say that loud, Gunther gonna wants to hug me…(Chandler and Joey nod in agreement)"
rachel,"Yeah, that's probably a good idea."
joey,Yeah. I'll see you in the morning.
rachel,"Uh-huh. Okay. You know what, Joey, I don't think he's ever gonna be okay with this."
joey,"It doesn't look good, does it?"
joey,Morning. Here you go.
ross,Thanks. Did you stay here all night?
joey,Yeah.
ross,So you took off my pants and shoes?
joey,"No, no, no. You actually did that when you were dancing to the Chicago-soundtrack. Look, Ross, about, about Rachel and I. Listen, you don't have to worry about that, okay? Because nothing is gonna happen."
ross,What do you mean?
joey,"Well, she and I said from the beginning that we weren't gonna do anything unless you were okay with it. And clearly.."
ross,"Hey, what are you talking about? I'm fine!"
joey,"It's okay, Ross, alright? I totally understand. Of course you're not fine. You're.. You're Ross and Rachel."
ross,"Except we're not. I mean, we haven't been a couple in like, six years. Oh my god, is that right? Has it been that long?"
joey,"That's what I hear, yeah."
ross,"This is crazy. I mean, six years? And because of me you guys aren't gonna be together? Can I ask you something? Really, what is this thing with you and Rachel?"
rachel,"(watching a television where the scene is shown, startled) OH!"
rachel,SSSHHHHTTT!!He's asking her a question!!
rachel,"NO! (pause) Or, cut!You know, that's your call!"
monica,Thank you!
monica,Thank you!(she looks at the 3rd customer waiting for a compliment) You haven't said anything...
monica,Oh..please!I-I welcome criticism.
monica,What musician?
phoebe,"(playing guitar and singing) And there's a country called Argentinaaaa, it's a place I've never seeeeen. But I'm told for fifty pesos you can buy a human spleen. Humaaan spleeeeen. Olè!"
monica,What are you doing here!
phoebe,"Well, you said that you had customers lined up in the street, so I am here to entertain!"
monica,Great!
phoebe,"Yeah! It really has been great too, you know, some of this people must have seen me play before because they were requesting a bunch of my songs! Yeah, ""You suck"" and ""shut up and go home""."
monica,Listen Phoebe...
rachel,"Bye, see ya. (she goes)"
chandler,(sitting down on the couch) Ok.
joey,"All right, so. How did it go at the fertility clinic?"
chandler,Not as much fun as last time. Apparently you only get porn if you're giving a sperm sample.
ross,So-so what did the doctor say?
chandler,"Well... there's surrogacy, but Monica has dreamt her whole life of carrying a child, she has felt that watching a surrogate would be... too hard for her."
joey,So you're ruling out surrogacy?
chandler,Yeah.
joey,"So, I don't have to learn what that means?"
chandler,"Aside from adoption the only other choice is insemination, so... we're talking about sperm donors."
joey,"Enough said, I'm there for you man. Where is she, upstairs?"
chandler,(stopping Joey) ah-ha!
ross,How do you feel about all this?
chandler,I wish there was an easier way for us to have a child but I don't think there is one.
joey,"Come on Ross, be a good guy. Step up and do it!"
ross,(puzzled) What?
chandler,"You're not supposed to take that. Besides, it's a New Testament, what are you gonna do with it?"
ross,Learn about Jesus...
ross,Hey!
ross,"Uh, no... no. I couldn't find him. I'm just gonna talk to him on the plane."
ross,Stop it!
ross,You're filthy!
phoebe,"Hey, have you guys seen Monica?"
ross,"Uh, actually I think she went to the salon."
phoebe,"Oh yeah, oh, she went to the salon alright..."
monica,Check it out!
phoebe,Who's day just got better? CHANDLER!
chandler,Hey!... aaaaaahhhh!
monica,What do you think?
chandler,I think.... I think I can see your scalp.
chandler,"Oh, yeah?"
monica,Yeah. (they kiss) What d'you wanna do tonight?
chandler,"Oh, well... Maybe we could... (he sweeps the stuff off the table and wordlessly invites Monica to have sex on it)"
monica,"Ok, trying to turn me on by making a mess? Know your audience! Besides, tomorrow we're doing those fertility tests and until then you need to keep your tadpoles in the tank."
chandler,We really need to take those tests?
monica,"Honey, we've been trying to have a baby for over a year. I think it's a good idea to find out if everything's ok. Just a few routine tests."
chandler,But I don't wanna do it in a cup!
monica,What is the big deal?
chandler,It's weird! In a doctor's office?
monica,It's not ok to do it in a doctor's office but it is ok to do it in a parked car behind a Taco Bell?
chandler,"(embarrassed) I cannot believe Ross told you that! (pause) And in my defense, it was a Wendy's!"
monica,"Look, I don't wanna do this test either, but I really do think it's a good idea!"
chandler,"Yeah, ok. I'm sure that doctor's office can't be worst than on a class trip to the Hershey's factory!"
monica,(really embarrassed) OH!
chandler,"Oh, yeah! RACHEL TALKS TOO!"
joey,(sipping red wine from a glass) Who says that wine has to cost more than milk!
ross,(mockingly)Yeah if only it were a sure thing like your 24 state lottery!
joey,(smiling)Look who's coming around!
chandler,(still on the phone)Damnit. Alright call me when you know more.
joey,(excited)Did you get it?
chandler,One of the slots got filled.
joey,(Still excited)By you!?
chandler,Sense the tone! No that kid Nate got it.
monica,Oh! I hate that guy! I mean come on kid! Pull up your pants!
chandler,Yeah I know.
rachel,"Well, there's two spots left right?"
chandler,"Yeah...I mean I want this so much! I mean, I wanna get one, I want my friend Charlie to get one...Except I don't care about Charlie."
phoebe,"(excited)Hey you guys! Ok, you're not going to believe this! I just saw my psychic and she said I was definitely gonna win the lottery tonight!"
monica,"Hey that reminds me, I thought we could use some extra luck so I brought a wishbone home from work."
ross,(mockingly)A psychic AND a wishbone? Guys! Give someone else a chance!
monica,"Alright, who wants to do it?"
phoebe,"Oh can I? Vegetarians never get to do the wishbone. It's really not fair either! You know, just because we don't eat the meat doesn't mean we don't like to play with the carcasses!"
monica,"Ok, hey Rach?"
phoebe,Hey!
monica,"(Excited) Oh my God, can you believe we are surrounded by all this? I can barely control myself."
phoebe,"Monica, you might want to remember that you are married. Where is Chandler anyway? (Looks around)"
monica,(Shocked) Oh my God! Chandler!
chandler,Where the hell is everybody?
monica,"(to Rachel) Hey! Joey said no autographs! But if she's gettting one, then I want one too: To Monica. And none of this ""best wishes"" crap. I want ""love""."
rachel,"Ok actually Mon, Matthew was just giving me his phone number."
monica,Oh man! If I had known I was coming to this party I never would have gotten married!
rachel,Nice to meet you.
rachel,Ok
monica,(yelling after him) We will!!
monica,(to Rachel) Look at you with all the guys!
rachel,Yeah!
monica,I guess you have forgotten all about Joey?
rachel,"Yeah, well, I guess I have forgotten about Joey and clearly you've forgotten about Chandler!"
monica,Please... Chandler is the love of my life... (At which point a man in leather pants walks by)... oooh leather pants! Have Mercy! (Follows the man in the leather)
joey,"I know, there are gonna be some pasty folks by the pool tomorrow! (A woman goes towards them)"
joey,"(to Charlie) I think I've been recognized, this happens all the time!"
joey,That... never happens...
ross,"Wow! This is very flattering, uh..."
ross,"Uh, uh... Sure! Um... ""Dear..."" (he takes the notepad)"
ross,"""... Sarah. I dig you"", Uh? ""Doctor Ross Geller""."
ross,"Yeah, oh and Sarah... I'd like to introduce you to my colleague, uh, Professor Wheeler, a-and this is Joey Tribbiani."
joey,"No, God, no! No! No no, I'm an actor. You'd probably recognize me from a little show called ""The Days of Our Lives""."
ross,"Dude, it's just ""Days of Our Lives""... there's no the."
joey,"(thinking he's kidding) Ok, Ross! It's... It's fun, yeah! No, I-I play Doctor Drake Ramoray."
joey,You don't own a TV? What's all your furniture pointed at??
monica,"David, can you help me?! I'm trying to explain to Chandler how a plane stays in the air."
monica,(to Chandler) See?
chandler,"Yeah, that's the same as ""it has something to do with wind""."
monica,"Alright, I'm gonna go pick up a few things for the trip."
joey,I'd be lying if i said i haven't thought about it myself...Chandler is my best friend..It would be wrong. Good...(He winks)...But wrong.
joey,Awww..I don't know Monica...You know...erm...lending friends money is always a mistake.
monica,But Chandler lent you money!
joey,And I think he would tell you it was a mistake.
monica,Come on...I just need it for some rent and..and some other bills.
joey,Oh...how much?
monica,Two thousand dollars?
joey,Two thousand dollars!? What do you think I am? I soap oprea star!?
monica,Yeah...
joey,That's right I am! (Opens drawer and rummages through it. Rachel enters)
rachel,Hi you guys!
joey,Oo...what's in the bag?
rachel,"Oh er..well you know Emma started crawling? I realised that this place, is very unsafe for a baby. So I went to the store and got some stuff to baby-proof the apartment."
joey,"Oh...baby-proofing...Why is this such a big deal now? Y'know..when I was a kid it was like.. ""Whoops! Joey fell down the stairs!"" or er.. ""Whoops! Joey electrocuted himself again!"" Huh!"
monica,Anyway erm..Are you going to get a handyman to install this stuff?
joey,"(still very puzzled) Oh, yeah... of course... yeah... it's a stuffed animal... you know... it's for kids... not for adults... I know that!"
rachel,"Joey... are you sure? I mean, I know how much you love him!"
joey,"Rachel... let's be clear on this, ok? I do not love Hugsy. I like him a normal amount..."
rachel,"All right... Oh, Emma loves him!"
joey,Why wouldn't she? He's a wonderful person!
phoebe,Hi.
monica,Hey Phoebe... how you doin'? You feelin' better?
phoebe,"Breaking up sucks! Oh, I really miss Mike!"
chandler,"Oh, I'm so sorry!"
phoebe,"Oh God, I tried everything to make myself feel better. I even tried writing a song about it... but... I can't think of anything that rhymes with AARRGGHH!! (pause) Hey Monica, I really need your help getting through this..."
chandler,You're not gonna need my help?
phoebe,"Well no, when I get to the point where... you know... I'm ready to hear cruel mocking jokes about Mike... I'm gonna come to you."
chandler,"Oh good, 'cause I've already thought of 3... 4! I've just thought of a fourth (he goes towards the counter)"
phoebe,"Ok. I mean I know I did the right thing. You know, Mike never wants to get married and I shouldn't be in a relationship that has no future... but... pretty soon I'm gonna miss him so much. I'm gonna wanna see him again and you have to stop me from doing that."
monica,"Ok, you got it!"
chandler,"Yeah. That’s a lot of cats, Jolene. Single, are ya?"
chandler,Chandler Bing.
joey,[On phone] Hey. How come you’re answering your own phone? Where’s your crazy assistant?
chandler,"What’s up, Joe?"
joey,Okay. What have we wanted to always do together?
chandler,Braid each other’s hair then ride horseback on the beach?
joey,"No, no, no. When you get home tomorrow night, you and I are gonna be at the Wizards – Knicks game courtside!"
chandler,Courtside? Oh my god!!
chandler,Hey!
ross,Yeah! Yeah! OK! Sure! Look! Can we...can we talk about what happened here last night?
chandler,Sure! Just give me a second to get all huffy and weird like you! Do you believe that who ever
ross,OK you...you really don't know what I am talking about?
chandler,No!
ross,OK! Last night after the party I saw Rachel kissing that jerk from her office out on your balcony.
chandler,Our balcony? Seriously? That's so funny because I told Monica we should put lights on our balcony. And she said
ross,"Right that's why I came over to talk about. Hum...I saw Rachel kissing some guy on your balcony,"
chandler,So are you gonna...talk to her?
chandler,Hey!
monica,"Good morning, Tiger! I'm making you a nice big breakfast so you can keep up your strength for tonight. You're gonna get me good and pregnant."
chandler,I've got nowhere to go this morning. I'm unemployed! I don't know what I'm gonna do with my life.
monica,"Well, I just lost my erection."
chandler,"I mean, what am I supposed to do with myself?"
monica,You're supposed to find your passion in life. You can be whatever you wanna be now. It's exciting.
chandler,But it's all so overwhelming. I don't know where to start.
monica,"Hey, wait a second. I can help you with this. You just need to be organized. We can make a list of your qualifications, and categorize jobs by industry. There could be folders and files!"
ross,"Err…Good news everyone, we finally found a nanny. (Point to Molly)This is Molly. Molly, (point to Chandler) Chandler, (point to Joey) Joey."
ross,"(looking at Emma) Oop, somebody get a little fussy."
joey,You damn right I am. I’ve been waiting for cookies for 7 minutes!
rachel,"Ok. You know what, I just gonna take her outside."
rachel,"Wow, Molly is just great!"
ross,Yeah
chandler,"Yes, bravo on the HOT nanny."
rachel,What? You really think she is hot?
chandler,"Are you kidding? If I wasn’t married, she would be rejecting me right now."
rachel,Joey?
joey,(Looking at Molly outside)How do you think she’s doing?
rachel,Am I the only one that doesn’t think she is hot? Ross?
ross,"Nehh!...I mean she’s not unattractive but…hot(making his face, as if saying “no”)"
rachel,Thank you.
chandler,Now that Rachel’s gone?
joey,"Come on, I mean, you know me, you know..."
ross,Joey.
joey,I'm crazy about her.
ross,And she feels the same way?
joey,I think so.
ross,"Well, then, maybe it's time we all moved on."
joey,"Yeah, but, Ross, I mean, you're not okay with it."
ross,"No, but I wanna be. Hey, I will be. Besides, I'm with Charlie, right? Oh my god, I'm still with Charlie, aren't I? I mean, she didn't see the dance, did she?"
joey,"No, no, no, no, that was - that was just for me. Are you sure about this?"
ross,"Yeah, I'm sure."
joey,And we're okay?
monica,"Hey, Phoebs"
phoebe,Hey.
monica,"Uhm, we just wanna give you a heads-up. Bill and Colleen hate us."
chandler,"Owen didn't know he was adopted, and Monica told him."
phoebe,Yeah.
monica,"You know how much I love listening to your music, you know, but..."
phoebe,But what?
monica,This is kind of a classy place.
phoebe,"(pause) Ok, say no more."
phoebe,"(with a fancy dress, still playing and singing): It wasn't just that she was fat, the woman smelled like garbage! Everyone! It wasn't just that she was fat the woman smelled like garbaaaaaage! (to Monica, showing her dress) Classy, uh?"
chandler,"Hi, Chandler Bing, I have a reservation."
chandler,New York.
ross,(in a strange voice and eating candies) The big apple!
chandler,"I'm sorry, he's a little bit wound up, we had to stop at every maple candy stand on the way here."
ross,"Yeah, I ate all my gifts for everybody."
chandler,"Well, that's impossible, can you check again, please?"
ross,(high pitched voice) Check again please!
ross,Not there.
chandler,"Let me get this straight. I called yesterday trying to cancel my reservation and I was told it was not refundable, then we drove six hours all the way up here and now you tell me that we don't have a reservation?"
ross,(looking astonished) What? NO! I am not going to give them Ben!
ross,The data we are receiving from MRI scans and DNA testing of these fossils are - are staggering.
ross,"(reading from a notepad) I mean, we've been accepting Leakey's dates as a given, but if they're off by even a hundred thousand years or so then you can - you can just throw most of our assumptions, you know, right in the trash. (he throws the notepad in the waste bin) So-so what I am saying is - is is that (he picks the notepad back from the waste bin) is that the repercussions could be huge! I mean, not just in palaeontology, but if-if you think about it, in evolutionary biology, uh, genetics, geology, uh, I mean, truly the mind boggles!"
ross,"Oh, that's not what you want..."
phoebe,"Oh, I'll take some of that."
rachel,"Pheebs, that's for men!"
phoebe,"No, I know, this way when I go to the party later Mike will know I am over him cause I'm gonna smell like another guy. (to the shop assistant) Yeah."
phoebe,"Ok. Oh good, I'm dating a Russian cab driver. (to the shop assistant). Seriously does anyone buy this? I smell like beets!"
rachel,"On Melanie Griffith in ""Working girl"". I think what you want is over here."
rachel,Really?
rachel,"Oh, I can't. Because I-I've seen them."
rachel,"Yeah! I'm a big fan! Of the movies, you know. Motion pictures. The Talkies!"
phoebe,"(picks up a dress) Hey Rach, will you come with me to a dressing room?"
monica,Don't you just love it?
ross,Ye... Yeah... Yeah... You got shellfish in your head.
ross,"You've never said that in your life, have you?"
ross,I thought so.
monica,And listen to this... (shakes her body so the shells tingle)
chandler,What d'ya know... It's a treat for the eyes and the ears.
joey,"Whoo, whoo. Wow, it's uhm... kinda weird that I'm sitting next to Charlie after we broke up."
chandler,"Yeah, it's almost if Air Barbados doesn't care about your social life."
joey,"Look, does someone mind switching to sit with Charlie?"
ross,"Oh, I uh, I mean, I... dude, I spent the whole conference with Charlie."
joey,I understand...
ross,"No, I'll do it. (he quickly grabs Joey's boarding pass and gives Joey his one.)"
chandler,Wish I could switch with someone. I really don't wanna sit with Allen Iverson over there.
phoebe,"Uhm... You know, once we're in the air and the captain turns off the seatbelt sign... you feel free to roam about my cabin..."
phoebe,Aaah... you're not good at this...
joey,Heeey!
joey,"Come on in, how are ya?"
joey,Can I offer you a drink?
joey,"Uh-oh. I hade a pretty hectic day at work too, today I had to open a door and go (looking scared) ohhhh!"
joey,"Hey, if you need a tour guide... (point to himself)"
joey,"Yeah, definitely, definitely. Ok, what do you wanna see first?"
joey,(looking puzzled and nodding) Ok!
joey,"I know, yeah!"
joey,"Ok, let me stop you right there. The Mets suck, ok? You wanna see the Yankees."
joey,"Which one, they all suck!"
joey,(looking puzzled) I don't think so.
rachel,(to the receptionist) Hi there!
rachel,"Oh, hi. I have a massage appointment under Rachel Green, and here is my gift certificate."
rachel,And... taped back together.
rachel,Ok
rachel,"Oh no, I'm good, I don't wanna get that turkey smell all over my hands."
joey,I'll do it!! It'll get the casserole stink off of mine.
phoebe,I hope I win!
monica,"Well, it doesn't really matter ... you're both wishing for the same thing, right?"
joey,I can't tell you what I'm wishing for! Else...you know...won't come true!
monica,"Right! .. but we ""know"" what you're wishing for!"
joey,Can't really say!
monica,"I understand, but you're wishing for what we think you're wishing for, aren't you?"
joey,(slightly irritated)I'm not really comfortable with these questions!
phoebe,"One, two, three!"
joey,"I won, hey!"
ross,"You know what, I'm sure your wish is gonna come true, but, you guys - just in case, maybe a genie will come out if we rub this lamp! (rubs lamp, stops because it's very hot) Ah!! That thing gets hot!!"
rachel,"You know, Ross, just keep making your jokes. How are you gonna feel if we actually do win?"
ross,"Uh, you're not gonna win."
rachel,"Oh, I know, I know, the odds are against us, but somebody has to win, and it could be us! And then how you gonna feel? You know, we're gonna be all like ""oh everybody, let's take our helicopters up to the cape"" and you're gonna be all like ""oh, I can't guys, I'll meet you guys up there, I gotta gas up the Hyundai"""
ross,"(to Charlie) So, eh... it's probably gonna be hard for you to leave Boston, huh?"
ross,"Ooh... so sad... Still, it can't be easy for you to leave Harvard? Especially after working alongside a Nobel Prize winner like Albert Wintermeyer?"
ross,You... you dated Albert Wintermeyer?
ross,... And you called him Alby!? (laughs) I mean that's like... like calling Albert Einstein... er... Alby...
ross,"Eh, you think? I mean, you went out with a guy who improved the accuracy of radiocarbon dating by a factor of 10!"
ross,"(very interested) Oh! like what?! (Charlie looks at him confused, but smiling) Oh I'm sorry, I don't mean to pry... it's just that this must be what regular people experience when they watch ""Access Hollywood""."
ross,Who is intimidating to a guy who won the Nobel Prize?
ross,(a little suprised) Two? Wha...? Don't tell me you dated Benjamin Hobart
ross,Oh my God! Have you ever been in a relationship with someone who hasn't won the Nobel Prize?
ross,"Oh yeah? no, no Nobel Prizes for him?"
ross,Huh... huh... what a loser! Some more wine? (takes the half-full glasses and goes to the counter)
phoebe,Hey Ross!
ross,(sarcastically) Oh Great! After I finish my wine I'm going to blow my... eh. average-sized brains out.
phoebe,"Oh, I should go, too. Oh, now... tomorrow do you guys wanna share a cab to the airport or should Mike and I just meet you there."
phoebe,Mike?? Who's Mike?
phoebe,"That's right! Oh, yeah... Well, I've totally forgotten about im! AH! That's-That's... a blast from the past!"
phoebe,"Really, it doesn't mean anything. I mean, you know, Monica refers to Chandler as Richard all the time!"
chandler,(upset) She does?
monica,(pinching her) Let's get you out of here!! (they go outside)
monica,At least you took me down with you!
phoebe,"I'm sooo sorry!! I just... I keep thinking about Mike! I'm crazy about David, and we're having so much fun together. Why-Why do I miss Mike? That's-that's gonna go away, right?"
monica,"I guess, in time."
phoebe,Yeah.
monica,"I mean, my feelings for Richard are certainly gone."
phoebe,"You just did it again. Chandler, your feelings for Chandler are certainly gone!"
chandler,I wouldn't read too much into it.
chandler,"David, let me stop you there 'cause I think I see where this is going. I'm not very good at giving advice. So if you want advice, go to Ross, Monica, or... Joey, if the thing you wanna advice about is pizza toppings or burning sensation when you pee."
chandler,"Seriously, we're gonna do this?"
rachel,No. I was just going to do this myself. (Joey makes a sarcastic laugh.)
joey,You're gonna do it?
rachel,Yeah...Why? You don't think a woman can do this?
joey,Oh...Women can. You..can't.
rachel,Monica...would you please tell Joey that he is a pig?
monica,You're a pig. And you can't do this.
rachel,Wha!? What!? Come on! I found the hardware store all by myself!
joey,The hardware store is right down the street.
rachel,There is a hardware store right down the street?
phoebe,Hey you guys! Ok..we've got great news.
phoebe,I know it's so exciting! You know i've never lived with a guy before.
monica,"Well you know it's just like living with a girl. Only they don't steal your makeup. Unless...they're playing ""This is what my sister would look like""..(Looks at Chandler)"
chandler,Yeah...she's not so cute.
phoebe,OK...Well you put down the toilet seat.
monica,Is that a bit you guys do?
phoebe,"(after a pause) Unless... Maybe it's too crazy about this... Alright so... you know, there is no future... but that doesn't mean we still can't have fun. You know what? Forget what I said."
monica,Really? If that's what you want...
phoebe,That was a test and you just failed.
monica,Damn it! Rookie mistake!
ross,(yelling at Chandler) I have sex with dinosaurs??
chandler,I believe I read that somewhere!
ross,"That only is not funny, it's physically impossible! Ok? Depending on the species I'd have to have a six foot long... (pause) It's not funny!!"
chandler,I respectfully disagree.
ross,I can't believe you put that on my alumni page!
chandler,Who cares? Nobody reads those things
ross,You'd better hope not because I just read what you put on your page today.
chandler,I don't have a page.
ross,Oh oh oh! I RESPECTFULLY DISAGREE!!
joey,"Look at you, all sweet and innocent, sleeping like an angel... with Emma's chubby little hands wrapped around ya. (he picks up Hugsy) It's okay, Emma, you stay asleep. (Emma cries)"
rachel,"(threatening Joey with a scrunchy): Step away from the crib, I have a weapon!"
joey,"Yeah, maybe Michael Jordan will dive for the ball and break my jaw with his knee!"
chandler,That is so cool. I’ll let Monica know.
monica,Hello?
chandler,Joey just called. He’s got courtside Knicks tickets for me and him tomorrow night.
monica,Really? But tomorrow night’s the only one I get off from the restaurant. If you go to the game then we won’t have another night together for a week.
chandler,But-t it’s courtside! The cheerleaders are gonna be right in … [mouths last words so Monica does not hear them]. That’s not the way to convince you.
monica,"Look. I don’t want to be one of those wives that says “You can’t go to the game”, “you have to spend time with me”, so, if you just realize it on your own?"
chandler,I…I…I know. You’re right. I wanna see you too. I’ve just got to figure out a way to tell Joey. He’s really looking forward to this.
monica,[On phone] Tell him you haven’t seen your wife in a long time. [In apartment] Tell him that having a long-distance relationship is really difficult. Tell him that…what little time that we have is precious.
chandler,"Yeah, yeah, yeah. I’ll think of something."
ross,"Wow! You look…er…hm……I mean, it’s just the…er…that, that dress! Er…"
rachel,I hope the ends of these sentences are good!
ross,"No, no…they’re good. It’s just been so long since I’ve seen you like this. You clean up good!"
rachel,"Ahh. [Looks down] Well, thank you! Ha-ha! [Ross continues to stare at Rachel] Okay – stop looking at me like that. The last time that happened [pointing towards Ross’s crotch] that happened [pointing at Emma]"
ross,"Why...Why should I? I mean if she wants to move on, that's fine!"
chandler,"You know when ""That's fine"" sounds true when someone yells it and spits!"
ross,No I'm serious. I mean she wants to date people? Fine! I don't care but...at least she could have told me. You know
chandler,No no no. Good. So you're moving on? Do you have any idea where you're moving?
ross,I don't know. I mean I have plenty of opportunity. Just just now there were some women at the coffee house smiled at me.
chandler,"Dude, don't rub my face in your crazy single life!"
ross,"Well, and how about this? There is an anthropologist at school who totally came on to me during the inter-departmental"
chandler,Why did I get married?!
joey,Hey! Let me ask you guys something. I have a new headshot taken tomorrow right and the photographer said she thinks I
phoebe,Well it depends.
joey,On...?
phoebe,On how far along he's in the sex change process!
monica,"No I totally disagree. No I think it's fine for a guy to do something like that. Such you an actor. Not that you need to,"
joey,Ok! Stop it you guys! Stop staring! You're freaking me out!
phoebe,"...sprang to his sleigh, to his team gave a whistle; and away they all flew like the down of a thistle; but I heard him exclaim, ere he drove out of sight, ""Merry Christmas to all, and to all a goodnight!"""
joey,"(impressed) Wow, that was great! You really wrote that?"
phoebe,(smiling) Uh-huh.
chandler,"(coming from the bedroom) Say goodbye elves, I'm off to Tulsa."
monica,Hey Hon? Would you help me get the plates down?
chandler,Yeah. Hey! Here's an idea. Why don't we use our wedding china today?
monica,"No, I think we should save our china for something really special...Like, if the Queen of England comes over."
chandler,"Honey, she keeps cancelling on us...Take the hint!"
monica,What if something gets broken? They're so expensive!
chandler,"What is the point of having them, if we never use them?"
monica,"Ok..but if something gets broken, and then the Queen comes over..."
chandler,I will explain it to her.
monica,Oh yeah! Like I'm going to let you talk to the Queen.
chandler,Hey! This is where your hyper-organized-pain-in-the-ass stuff pays off!
monica,I know!!! My erection is back!
joey,(To Gunther who comes over with coffee and a muffin) Thank you!
phoebe,"Joey, can I have a sip of your coffee and a bite of your muffin?"
joey,Okay.
joey,": Pheebs, have you ever been bitten by a hungry Italian?"
phoebe,"I'm sorry, it's just, I'm a little short on cash."
joey,If you want I could loan you some money?
phoebe,"Oh no, no, no. I learned never to borrow money from friends. No, that's why Richard Dreyfuss and I don't speak anymore."
joey,"Oh, hey, how about this? Wanna be an extra on my show?"
phoebe,You could do that?
joey,"Yeah, yeah. The pay is pretty good and you could do it for as long as you need."
phoebe,"Oh my god, I'm gonna be on TV!"
joey,"Okay, now. I gotta tell you, being on TV isn't as glamorous and exciting as you think."
phoebe,"Oh, really?"
joey,No it is awesome!
ross,Hi guys.
ross,"So hot, I cried myself to sleep last night."
phoebe,"Hey Mike, what is the capital of Peru?"
phoebe,No. Hmm...It starts with a V and end with an X. Hopefully with a TO in the middle.
phoebe,"(looks relieved) Oh, yeah I know. That’s Bob."
phoebe,"Well not so much a pet, as, you know, an occasionally visitor who I put food out for…you know…kinda like Santa…except Santa doesn’t poof on a plate of cookies."
phoebe,What are those?
phoebe,"Ok fine. If it means that much to you, I’ll get rid of Bob."
phoebe,So weird. You think he’s so gross yet you’re willing to eat his crackers. [Mike desperately tries to get rid of crackers in his mouth. His uses his hand to clean his tongue.]
rachel,Hello
rachel,"Gavin, I just want to say thanks you again for watching Emma yesterday during the presentation. I really owe you an apology."
monica,What?
phoebe,"Still, he had to find out sometime."
